timestamps population node_ids
1998.9999999988297 LUT_TOY 0
1448.4999999993304 LUT_TOY 0
3561.4000000042906 LUT_TOY 0
5711.800000012115 LUT_TOY 0
6000.500000013164 LUT_TOY 0
6219.000000013959 LUT_TOY 0
9634.600000000144 LUT_TOY 0
9623.700000000304 LUT_TOY 0
9602.800000000609 LUT_TOY 0
9234.000000005974 LUT_TOY 0
9146.100000007253 LUT_TOY 0
9029.100000008957 LUT_TOY 0
9000.500000009371 LUT_TOY 0
8879.600000011129 LUT_TOY 0
8816.40000001205 LUT_TOY 0
8749.10000001303 LUT_TOY 0
8651.900000014444 LUT_TOY 0
8575.600000015555 LUT_TOY 0
8097.600000020793 LUT_TOY 0
8063.70000002067 LUT_TOY 0
7999.100000020435 LUT_TOY 0
7758.30000001956 LUT_TOY 0
7496.700000018607 LUT_TOY 0
7321.800000017971 LUT_TOY 0
7070.800000017058 LUT_TOY 0
7000.500000016802 LUT_TOY 0
6883.700000016377 LUT_TOY 0
6742.800000015865 LUT_TOY 0
6332.00000001437 LUT_TOY 0
17566.099999884726 LUT_TOY 0
34601.29999977022 LUT_TOY 0
17591.89999988435 LUT_TOY 0
18000.499999878404 LUT_TOY 0
30489.79999969666 LUT_TOY 0
30223.699999700533 LUT_TOY 0
30000.499999703778 LUT_TOY 0
29882.4999997055 LUT_TOY 0
29577.59999970993 LUT_TOY 0
29264.799999714487 LUT_TOY 0
29144.49999971624 LUT_TOY 0
29086.49999971708 LUT_TOY 0
29034.09999971784 LUT_TOY 0
29024.699999717985 LUT_TOY 0
30517.79999969625 LUT_TOY 0
29000.49999971833 LUT_TOY 0
28501.0999997256 LUT_TOY 0
28235.099999729468 LUT_TOY 0
28000.499999732885 LUT_TOY 0
27840.59999973521 LUT_TOY 0
27728.799999736842 LUT_TOY 0
27614.6999997385 LUT_TOY 0
27272.999999743468 LUT_TOY 0
27118.299999745723 LUT_TOY 0
27000.49999974744 LUT_TOY 0
26971.199999747867 LUT_TOY 0
28853.499999720472 LUT_TOY 0
26844.099999749717 LUT_TOY 0
30590.799999695184 LUT_TOY 0
30702.599999693564 LUT_TOY 0
34179.9999997457 LUT_TOY 0
34040.499999737585 LUT_TOY 0
34000.49999973525 LUT_TOY 0
33914.59999973025 LUT_TOY 0
33641.699999714365 LUT_TOY 0
33231.299999690484 LUT_TOY 0
33180.39999968751 LUT_TOY 0
33000.499999677035 LUT_TOY 0
32908.299999671675 LUT_TOY 0
32886.999999670435 LUT_TOY 0
30692.799999693707 LUT_TOY 0
32830.699999667166 LUT_TOY 0
32275.799999670668 LUT_TOY 0
32147.299999672538 LUT_TOY 0
32000.499999674677 LUT_TOY 0
31660.499999679625 LUT_TOY 0
31506.79999968186 LUT_TOY 0
31244.099999685684 LUT_TOY 0
31176.699999686665 LUT_TOY 0
31125.799999687406 LUT_TOY 0
31000.499999689233 LUT_TOY 0
30925.599999690316 LUT_TOY 0
32606.099999665865 LUT_TOY 0
26546.59999975404 LUT_TOY 0
26435.899999755653 LUT_TOY 0
26306.29999975754 LUT_TOY 0
22000.4999998202 LUT_TOY 0
21550.299999826748 LUT_TOY 0
21449.399999828216 LUT_TOY 0
21219.099999831567 LUT_TOY 0
21183.699999832086 LUT_TOY 0
21000.499999834752 LUT_TOY 0
20796.39999983772 LUT_TOY 0
20077.799999848176 LUT_TOY 0
20000.4999998493 LUT_TOY 0
19742.399999853056 LUT_TOY 0
22053.39999981943 LUT_TOY 0
19679.29999985397 LUT_TOY 0
19242.49999986033 LUT_TOY 0
19228.69999986053 LUT_TOY 0
19053.999999863077 LUT_TOY 0
19000.49999986385 LUT_TOY 0
18929.599999864884 LUT_TOY 0
18725.49999986785 LUT_TOY 0
18677.79999986855 LUT_TOY 0
18536.09999987061 LUT_TOY 0
18280.39999987433 LUT_TOY 0
18147.699999876266 LUT_TOY 0
19622.299999854804 LUT_TOY 0
22065.799999819246 LUT_TOY 0
22469.299999813375 LUT_TOY 0
22602.99999981143 LUT_TOY 0
26018.099999761733 LUT_TOY 0
26000.499999761993 LUT_TOY 0
25778.599999765214 LUT_TOY 0
25647.89999976712 LUT_TOY 0
25347.899999771485 LUT_TOY 0
25273.499999772568 LUT_TOY 0
25000.499999776544 LUT_TOY 0
24790.699999779594 LUT_TOY 0
24761.599999780014 LUT_TOY 0
24703.69999978086 LUT_TOY 0
24603.89999978231 LUT_TOY 0
24490.59999978396 LUT_TOY 0
24414.49999978507 LUT_TOY 0
24264.29999978725 LUT_TOY 0
24000.499999791093 LUT_TOY 0
23819.19999979373 LUT_TOY 0
23765.59999979451 LUT_TOY 0
23634.29999979642 LUT_TOY 0
23584.099999797152 LUT_TOY 0
23000.499999805645 LUT_TOY 0
22984.199999805878 LUT_TOY 0
22771.199999808978 LUT_TOY 0
22701.29999981 LUT_TOY 0
17780.499999881606 LUT_TOY 0
60394.8000012716 LUT_TOY 0
