timestamps population node_ids
60537.01633476801 PGN 0
60651.875774940665 PGN 0
60740.59401215562 PGN 0
60793.78263522371 PGN 0
60872.77382740703 PGN 0
60934.28085271135 PGN 0
61034.660833355025 PGN 0
61103.21736067831 PGN 0
61106.254002592694 PGN 0
61123.612323364236 PGN 0
61147.94519701899 PGN 0
61161.9279191482 PGN 0
61182.306555611365 PGN 0
61192.52971497959 PGN 0
61333.26092351168 PGN 0
61345.97449696485 PGN 0
61379.13299113372 PGN 0
61479.717424315066 PGN 0
61500.0 PGN 0
